UserID,SessionID,Version,Date,TimeSpent,PagesViewed,ActionsTaken,ProductViewed,ProductAdded,CheckoutInitiated,PurchaseMade,FeedbackSubmitted,VideoWatched,ReferralSource,Rating
37,41551,B,2024-02-27,317.4554279012516,7,5,Product 2,False,False,True,True,True,Direct,3.088502754551148
38,21394,B,2024-02-26,247.4944534124646,2,4,Product 3,True,True,False,False,False,Social Media,3.385616787698201
39,79092,B,2024-02-25,75.44192959242699,3,9,Product 1,True,True,False,False,False,Social Media,3.5805654707456833
40,13890,A,2024-02-24,360.83617462489735,5,6,Product 3,True,True,True,False,True,Direct,4.553461471924935
41,51606,B,2024-02-23,246.19857139358112,8,2,Product 3,True,False,True,False,True,Social Media,3.008353640676086
42,90038,A,2024-02-22,205.56381420447224,17,6,Product 2,True,False,False,False,True,Search Engine,4.954907908935003
43,97313,B,2024-02-21,168.58345827052244,6,6,Product 2,False,True,True,False,False,Search Engine,2.6330140977500536
44,20627,A,2024-02-20,289.98833323049865,15,6,Product 2,False,False,True,False,False,Direct,4.345204031039784
45,18792,A,2024-02-19,445.8516385604328,1,5,Product 1,False,True,True,True,False,Direct,4.231700658175859
46,83969,B,2024-02-18,223.9423433916288,3,2,Product 1,False,True,False,False,True,Social Media,3.680672476442166
47,53001,A,2024-02-17,300.671024269423,9,5,Product 1,True,True,True,False,False,Social Media,4.926500619044221
48,86552,A,2024-02-16,299.335845552049,6,3,Product 3,True,True,True,False,False,Search Engine,4.209758515011335
49,33897,B,2024-02-15,239.11250199701226,5,3,Product 2,False,True,False,False,True,Direct,3.567833019358406
50,78148,B,2024-02-14,252.13022158122288,9,3,Product 3,False,True,False,False,False,Social Media,2.4681524079682307
51,33483,B,2024-02-13,280.82608272568746,2,6,Product 1,True,False,True,True,True,Social Media,2.0932718009231808
52,58555,B,2024-02-12,167.03379326114162,2,6,Product 2,False,True,True,False,True,Search Engine,3.452943086991663
53,27159,B,2024-02-11,184.05108488307232,8,4,Product 1,True,True,True,True,False,Search Engine,3.3872696814552965
54,90077,A,2024-02-10,230.35743717158496,18,5,Product 2,True,True,False,True,True,Search Engine,4.9379109534243435
55,45920,A,2024-02-09,286.47203519686485,17,5,Product 2,True,True,True,False,False,Search Engine,4.339173620002244
56,77121,A,2024-02-08,300.8073523776136,7,7,Product 3,True,True,True,True,False,Social Media,4.169776939758123
57,79479,B,2024-02-07,173.40342458539538,4,5,Product 3,True,True,True,False,True,Direct,3.9821706762707185
58,99475,B,2024-02-06,331.6193102338749,2,3,Product 1,True,True,True,False,False,Direct,2.531492752373323
59,29457,A,2024-02-05,286.60506329207504,9,4,Product 3,True,True,False,False,False,Search Engine,4.325468988676622
60,76557,A,2024-02-04,264.5610898639251,8,7,Product 3,True,True,True,True,True,Search Engine,4.287819613376151
61,87189,B,2024-02-03,240.62963519287987,2,5,Product 3,True,True,True,False,True,Social Media,2.344903679752931
62,88953,A,2024-02-02,244.6837510216418,3,7,Product 2,False,False,True,False,True,Search Engine,4.539506573984296
63,62995,B,2024-02-01,164.17635494667076,6,8,Product 3,True,False,False,False,True,Direct,2.129331087701141
64,50757,B,2024-01-31,286.9495905163426,4,7,Product 1,True,True,True,False,True,Search Engine,3.1150365293345503
65,19692,B,2024-01-30,119.7272650480461,6,5,Product 2,True,True,False,False,True,Direct,3.889872090730793
66,55758,A,2024-01-29,263.23626403112223,3,8,Product 2,True,True,True,False,True,Search Engine,4.001333639490792
67,82409,B,2024-01-28,145.6053493945371,1,4,Product 3,False,True,True,False,False,Search Engine,3.676265051210722
68,81211,B,2024-01-27,165.78789097423783,5,6,Product 2,True,True,False,True,True,Direct,3.2968488367415647
69,75697,B,2024-01-26,237.35679516043731,6,8,Product 1,False,True,False,False,False,Social Media,3.082060578125623
70,47065,B,2024-01-25,217.38161305287522,2,6,Product 1,True,True,False,False,False,Social Media,2.0400687681544305
71,42606,B,2024-01-24,220.93282153264323,5,3,Product 2,True,False,True,True,False,Search Engine,3.2726886306361784
72,21534,B,2024-01-23,157.97893558707153,8,8,Product 3,True,True,False,False,True,Search Engine,2.2522321414892668
73,50397,A,2024-01-22,382.6084988933925,16,4,Product 3,True,True,True,False,False,Direct,4.33902854974391
74,11016,B,2024-01-21,177.68237473995265,9,7,Product 2,True,True,False,False,False,Direct,2.6950487741698312
75,99789,B,2024-01-20,238.43790186104562,9,2,Product 1,True,False,False,False,False,Search Engine,3.6645235413449617
76,65591,A,2024-01-19,208.05675829761157,8,10,Product 2,True,False,True,False,True,Direct,4.311245252578597
77,99812,B,2024-01-18,256.52633097686555,8,6,Product 3,True,True,False,False,True,Social Media,3.8424962966553893
78,33247,B,2024-01-17,201.5403567498975,6,4,Product 3,False,False,True,False,False,Social Media,3.665711617235842
79,34300,B,2024-01-16,195.84607795180582,8,5,Product 2,True,True,False,True,True,Direct,3.64805858487322
80,84065,A,2024-01-15,290.12027156388206,13,6,Product 1,True,False,True,False,True,Direct,4.197584585828318
81,92798,A,2024-01-14,303.4542596362136,2,4,Product 2,True,False,True,True,True,Direct,4.867828502164933
82,19268,B,2024-01-13,59.468584169095806,4,5,Product 1,True,True,True,True,False,Social Media,2.2630504477714197
83,96807,B,2024-01-12,144.45533035819022,2,6,Product 1,True,False,False,False,False,Search Engine,2.594687495080091
84,22185,A,2024-01-11,336.3595765174901,5,3,Product 2,False,True,True,False,True,Direct,4.873159359189405
85,73704,B,2024-01-10,263.7231564905976,8,7,Product 2,False,True,False,False,False,Direct,3.1769723274220523
86,96779,B,2024-01-09,240.7984446655847,4,7,Product 1,True,True,False,False,False,Direct,3.1117421927930105
87,49099,B,2024-01-08,179.75772329851458,9,8,Product 1,True,False,False,False,True,Search Engine,3.939851147131887
88,18571,B,2024-01-07,227.0355698332835,5,4,Product 1,True,True,True,False,False,Direct,3.0597726279603776
89,48044,A,2024-01-06,269.41360531716066,12,7,Product 1,True,True,True,False,False,Direct,4.872455631251308
90,61214,A,2024-01-05,311.51578524361713,16,3,Product 3,True,False,False,False,False,Social Media,4.655724474592498
91,71228,A,2024-01-04,260.8777643160784,7,4,Product 2,True,True,True,False,True,Direct,4.888991638556332
92,58984,B,2024-01-03,268.2203086773934,3,4,Product 1,True,True,False,False,False,Social Media,3.540826029793429
93,50774,A,2024-01-02,369.68655198040256,12,0,Product 2,True,True,False,False,True,Search Engine,4.658834700358838
94,12568,A,2024-01-01,260.96091573014513,4,1,Product 1,True,True,True,False,True,Direct,4.459293561179564
95,72592,A,2023-12-31,389.50959086893215,17,1,Product 2,True,True,False,False,True,Direct,4.184130023081185
96,77563,B,2023-12-30,230.21106944940516,1,7,Product 2,True,True,False,False,False,Social Media,3.2745596202461753
97,12695,B,2023-12-29,234.0274965501791,5,5,Product 1,True,False,False,False,False,Search Engine,2.9188774932367574
98,58190,A,2023-12-28,349.0054647627529,5,5,Product 1,False,False,False,False,True,Search Engine,4.754682520868141
99,15258,A,2023-12-27,324.97794541246014,18,8,Product 2,True,True,False,False,True,Social Media,4.346495063176825
100,97538,B,2023-12-26,244.2221218690869,2,3,Product 2,False,True,True,False,False,Search Engine,3.371823211440327
101,49504,A,2023-12-25,230.46132816151473,15,5,Product 2,True,True,True,False,True,Search Engine,4.520622465171452
102,43159,A,2023-12-24,314.144160001709,14,3,Product 3,True,False,False,False,False,Search Engine,4.335049170938483
103,23986,A,2023-12-23,325.1244161811051,9,5,Product 1,True,True,True,False,True,Search Engine,4.729509999958767
104,71858,A,2023-12-22,319.6904418995632,5,1,Product 3,True,True,False,False,True,Search Engine,4.7549317330722385
105,22666,A,2023-12-21,318.6826702810574,18,7,Product 3,False,False,True,False,False,Search Engine,4.831435619292711
106,48660,A,2023-12-20,286.8712170342189,12,2,Product 1,True,True,False,False,True,Search Engine,4.596162797910678
107,13561,A,2023-12-19,359.91126966006436,11,4,Product 1,True,True,True,False,True,Search Engine,4.990565212756735
108,36854,B,2023-12-18,185.72291873463882,8,6,Product 3,True,False,False,False,True,Direct,2.054985779263549
109,74505,A,2023-12-17,305.13581256551134,15,7,Product 1,False,False,True,True,False,Social Media,4.2083852032564515
110,62251,B,2023-12-16,190.4407718874883,4,9,Product 2,True,True,True,False,False,Search Engine,2.884941853987037
111,32662,B,2023-12-15,215.5269818957102,9,4,Product 2,False,False,True,False,True,Social Media,2.942501433247056
112,18392,A,2023-12-14,244.23913860145404,4,1,Product 3,False,True,True,False,True,Search Engine,4.192107639199422
113,40535,B,2023-12-13,152.89230724051993,3,4,Product 3,True,False,True,False,False,Search Engine,2.875195487507587
114,88603,A,2023-12-12,309.6516314416224,7,6,Product 1,False,True,True,False,True,Direct,4.6615645681734055
115,62256,B,2023-12-11,238.06865828290523,4,3,Product 1,False,False,True,True,False,Social Media,3.8554645595660078
116,99135,A,2023-12-10,319.32045754360865,18,4,Product 3,True,False,False,False,True,Social Media,4.927332615174011
117,45222,A,2023-12-09,248.76821242475947,9,2,Product 3,True,False,True,False,True,Direct,4.055980284861686
118,87373,A,2023-12-08,340.76781808017694,2,6,Product 2,True,False,True,False,False,Direct,4.666836280761293
119,89575,B,2023-12-07,210.07545640995463,7,8,Product 2,True,True,False,False,True,Social Media,2.989904267409983
120,94651,B,2023-12-06,223.1415036613334,3,7,Product 1,True,True,True,False,False,Search Engine,2.323219161190728
121,73335,B,2023-12-05,202.19826013891216,2,2,Product 2,True,True,False,False,True,Search Engine,3.9325074144801793
122,20965,A,2023-12-04,227.04964967649312,4,6,Product 1,True,False,True,False,True,Social Media,4.243369713406376
123,34538,B,2023-12-03,255.1346023037189,4,9,Product 1,True,False,True,False,False,Search Engine,3.095474888648548
124,80592,A,2023-12-02,308.89148998527173,12,3,Product 1,True,True,False,True,True,Direct,4.422327879102995
125,18110,B,2023-12-01,184.9951651957291,5,8,Product 2,False,False,False,False,False,Direct,2.6083649552570325
126,89309,A,2023-11-30,349.95425299914484,6,7,Product 3,False,False,False,False,True,Direct,4.0526733318296975
127,37266,A,2023-11-29,288.1428045281912,11,6,Product 3,True,False,False,False,False,Social Media,4.131286871082639
128,62992,A,2023-11-28,316.43130576880515,1,10,Product 2,True,False,False,True,False,Social Media,4.1015721436446615
129,92948,A,2023-11-27,326.0607895594362,18,5,Product 3,True,True,False,False,True,Social Media,4.8968290448407075
130,16910,B,2023-11-26,95.78341893285997,7,5,Product 1,False,True,True,False,False,Search Engine,3.1964975857583644
131,10206,A,2023-11-25,281.1172424952615,10,5,Product 3,True,True,True,False,False,Social Media,4.356417855157788
132,97054,B,2023-11-24,204.82328214046868,6,5,Product 2,True,True,True,False,True,Social Media,2.9678069860436826
133,97897,A,2023-11-23,262.22502758164467,6,4,Product 3,False,False,False,False,False,Direct,4.145232869076343
134,33419,B,2023-11-22,158.7485961615196,3,10,Product 1,False,False,False,False,False,Search Engine,2.5711753595881124
135,60636,A,2023-11-21,364.7352454806097,12,3,Product 1,False,False,True,True,True,Search Engine,4.481907568836002
136,60015,A,2023-11-20,363.9014595991064,6,2,Product 2,False,False,True,False,True,Direct,4.153745031995786
137,64268,B,2023-11-19,184.69772674677913,2,6,Product 2,True,True,False,True,True,Search Engine,2.7178695205060963
138,97939,A,2023-11-18,281.02199625354206,2,4,Product 2,True,True,False,False,True,Social Media,4.159642867815183
139,28141,A,2023-11-17,315.69778433853116,3,4,Product 1,True,True,True,False,False,Search Engine,4.052184991966363
140,90356,B,2023-11-16,166.22042864466488,3,8,Product 3,True,True,False,False,True,Direct,3.1402409702301135
141,81910,B,2023-11-15,231.79796426905602,5,5,Product 3,False,True,False,False,False,Search Engine,2.4568369136638717
142,66044,A,2023-11-14,260.68818649828927,9,4,Product 2,True,True,False,True,True,Direct,4.298257156376485
143,77214,A,2023-11-13,231.5392877078974,7,7,Product 3,True,True,True,False,True,Social Media,4.29819729815093
144,43827,B,2023-11-12,165.34606061642137,4,4,Product 3,False,True,False,True,False,Social Media,2.9078659234859807
145,65820,A,2023-11-11,296.11029552812914,8,2,Product 2,True,False,False,False,False,Direct,4.998303155733958
146,72623,A,2023-11-10,169.99396499005084,9,2,Product 2,False,True,True,True,False,Social Media,4.143577463448596
147,91734,A,2023-11-09,362.7372418668827,16,3,Product 1,False,True,True,False,True,Social Media,4.612855361565319
148,85450,B,2023-11-08,262.576443460695,5,3,Product 1,True,True,False,False,True,Search Engine,2.208844892317816
149,32299,B,2023-11-07,176.00889741877728,4,8,Product 1,True,False,False,False,True,Social Media,3.2257095479267277
150,53585,A,2023-11-06,147.76689174634404,2,6,Product 1,True,True,True,True,False,Direct,4.4992656746487505
151,74044,A,2023-11-05,302.063746967152,16,0,Product 3,True,True,True,True,True,Social Media,4.001418220133916
152,52557,A,2023-11-04,300.7699060555569,13,8,Product 3,True,False,True,True,False,Search Engine,4.546736947983868
153,59080,B,2023-11-03,285.2686509015054,7,5,Product 1,True,True,True,False,False,Direct,3.545608985723481
154,12693,A,2023-11-02,321.74044148125023,17,4,Product 1,False,False,True,False,True,Social Media,4.0156074366552605
155,79163,A,2023-11-01,304.71582606392155,12,5,Product 2,True,True,True,False,False,Social Media,4.2849086230417655
156,35939,B,2023-10-31,126.34866307107755,5,7,Product 3,False,True,False,False,False,Social Media,2.3280798941528262
157,58925,A,2023-10-30,197.44887557369512,13,6,Product 3,True,True,True,False,False,Direct,4.885299111271192
158,52941,B,2023-10-29,247.34874004377528,2,3,Product 1,True,False,False,False,True,Search Engine,3.699035332385356
159,31834,A,2023-10-28,302.1855198495992,5,4,Product 3,False,True,True,False,True,Direct,4.389655914703183
160,28047,A,2023-10-27,361.14039610667044,16,2,Product 2,True,True,True,False,True,Direct,4.794352329247675
161,36105,A,2023-10-26,271.24067751782417,15,4,Product 2,True,True,True,True,True,Search Engine,4.63147356713275
162,85766,B,2023-10-25,199.4049588452886,6,1,Product 3,True,True,False,False,False,Direct,2.6813527379403217
163,25707,B,2023-10-24,270.11972322562184,5,9,Product 1,False,True,False,False,False,Direct,2.86040539293594
164,31976,B,2023-10-23,169.62545182882005,6,3,Product 3,True,False,False,False,True,Social Media,2.2200424859829533
165,54262,A,2023-10-22,221.31854889415075,9,1,Product 2,True,False,True,False,False,Direct,4.936937365032673
166,33776,B,2023-10-21,218.6040739333693,4,5,Product 1,True,True,True,False,False,Social Media,2.6229908494552037
167,40080,A,2023-10-20,263.71581493708885,18,4,Product 3,False,True,False,False,True,Direct,4.1022113149206225
168,76842,A,2023-10-19,246.0829319089973,17,6,Product 1,False,False,False,False,True,Social Media,4.221663843087388
169,71373,B,2023-10-18,174.1097367334942,9,5,Product 1,True,True,True,False,False,Social Media,2.6362650626669817
170,16776,A,2023-10-17,325.54516895432914,19,8,Product 2,False,True,True,False,False,Social Media,4.206291815072364
171,65016,A,2023-10-16,288.9650758271839,11,5,Product 1,True,True,False,False,False,Search Engine,4.163641841327924
172,19474,A,2023-10-15,246.693893772732,2,7,Product 3,True,False,True,False,True,Direct,4.785242021686358
173,68053,A,2023-10-14,395.68758053444895,7,4,Product 1,True,False,True,False,True,Direct,4.318851808936582
174,31959,A,2023-10-13,326.31786148509985,12,1,Product 1,True,False,True,False,True,Direct,4.73007516660333
175,15530,B,2023-10-12,152.84952980100473,1,5,Product 3,True,True,True,False,False,Search Engine,2.2917182680183004
176,13748,A,2023-10-11,258.1078351988722,18,4,Product 2,True,True,True,False,False,Social Media,4.820345015047531
177,23545,B,2023-10-10,192.51820278741036,1,3,Product 2,True,False,False,False,True,Direct,2.111676441752949
178,76199,B,2023-10-09,133.15110209297228,1,2,Product 3,False,True,True,True,False,Search Engine,2.56428425744342
179,44766,A,2023-10-08,298.1596577013486,5,12,Product 3,True,False,False,False,False,Search Engine,4.388698097826603
180,83530,A,2023-10-07,357.0290165485195,17,5,Product 2,True,False,False,True,False,Direct,4.768247777646316
181,71087,A,2023-10-06,313.4132854766101,18,10,Product 1,False,True,True,False,False,Social Media,4.1073539746461
182,78840,B,2023-10-05,210.71412458690656,4,6,Product 3,True,False,False,False,True,Search Engine,3.3942796278915663
183,64384,A,2023-10-04,233.06381469322133,16,1,Product 1,True,True,True,False,False,Direct,4.819334624030619
184,61005,B,2023-10-03,155.7165907996792,9,6,Product 3,False,False,True,True,True,Social Media,3.4832176678866764
185,56576,A,2023-10-02,246.3882023322347,12,2,Product 2,True,True,False,False,True,Search Engine,4.993689192549669
186,49353,B,2023-10-01,241.61347942871038,7,4,Product 1,True,True,False,False,False,Search Engine,3.7042791277089515
187,72003,A,2023-09-30,304.1432420934498,14,5,Product 1,True,False,False,False,False,Direct,4.594855501463023
188,93211,A,2023-09-29,323.66683377774837,5,8,Product 3,False,False,True,True,False,Direct,4.965902991865811
189,62733,B,2023-09-28,271.34180708778257,5,4,Product 1,True,True,False,False,False,Social Media,3.0558183956631364
190,75318,B,2023-09-27,193.66695592346127,8,2,Product 3,False,True,False,False,False,Direct,2.9290671693161943
191,99474,A,2023-09-26,356.5142170764932,4,1,Product 2,True,True,True,True,False,Direct,4.652689039340926
192,33664,B,2023-09-25,187.74482057170846,4,8,Product 1,True,True,True,False,True,Social Media,3.947496428235921
193,77172,A,2023-09-24,377.6414660099421,2,8,Product 3,False,True,True,False,False,Direct,4.074119174385958
194,95616,B,2023-09-23,119.33302991252683,6,4,Product 1,True,True,False,False,True,Social Media,2.014806917289783
195,36736,B,2023-09-22,203.60319667722172,9,1,Product 3,True,True,False,False,True,Social Media,2.791293642393425
196,10854,A,2023-09-21,367.3458751404724,10,9,Product 3,True,True,True,False,True,Social Media,4.102820223804824
197,48623,A,2023-09-20,260.8303189271357,3,4,Product 3,False,True,True,False,False,Direct,4.512103855463799
198,17392,A,2023-09-19,335.7152020355509,17,2,Product 2,True,True,True,False,False,Social Media,4.025523844557113
199,65680,B,2023-09-18,238.6106085552313,8,4,Product 1,True,True,False,False,False,Direct,3.0622892651293276
200,56717,B,2023-09-17,226.5090847701691,9,3,Product 2,True,False,False,True,False,Social Media,3.5815096733482994
201,97092,A,2023-09-16,280.53301461641706,9,8,Product 3,False,True,False,False,True,Direct,4.072272012255237
202,60859,A,2023-09-15,234.15829577184184,3,9,Product 3,True,False,True,False,False,Social Media,4.510804887177548
203,36309,B,2023-09-14,229.04120473231407,8,4,Product 2,True,False,False,False,False,Search Engine,2.5077550966113096
204,97455,B,2023-09-13,236.07558690444108,8,4,Product 2,True,False,False,False,False,Search Engine,3.5974982979040018
205,73734,B,2023-09-12,234.3070962120883,6,5,Product 1,True,False,False,False,False,Search Engine,3.0356827772137316
206,80467,A,2023-09-11,229.40958896293387,6,11,Product 3,True,False,True,False,False,Social Media,4.229001425703034
207,62662,A,2023-09-10,254.87745684531373,3,8,Product 2,True,True,True,True,False,Direct,4.466190230155534
208,22688,A,2023-09-09,251.37299516283733,8,6,Product 3,True,True,True,False,False,Social Media,4.918979325500398
209,35342,B,2023-09-08,231.76227683019783,1,2,Product 3,False,False,False,False,True,Social Media,3.4484815736268253
210,47157,A,2023-09-07,248.687881234855,4,8,Product 1,False,True,True,False,False,Social Media,4.696539022387893
211,77863,B,2023-09-06,151.58320683732205,2,7,Product 1,True,False,True,True,True,Social Media,2.5097639128223674
212,62083,A,2023-09-05,312.4152737867992,18,6,Product 1,False,True,True,False,True,Direct,4.838149165376357
213,75733,B,2023-09-04,82.87608311673264,2,5,Product 2,True,False,False,True,False,Social Media,3.3831407555361124
214,99045,B,2023-09-03,214.98359886689633,2,3,Product 3,False,True,True,False,True,Search Engine,3.6974726555079354
215,44698,B,2023-09-02,211.93000366330503,4,5,Product 2,True,True,True,True,False,Search Engine,3.049382682838539
216,90623,A,2023-09-01,246.34204275843823,6,3,Product 2,True,True,False,False,True,Search Engine,4.736494208716779
217,32671,A,2023-08-31,295.1327015553634,16,3,Product 1,False,False,True,False,True,Social Media,4.343410113800018
218,35184,A,2023-08-30,338.93871539888914,15,7,Product 3,False,False,True,False,True,Direct,4.557948741434481
219,52107,B,2023-08-29,112.41220416050585,9,4,Product 3,True,True,True,False,True,Direct,3.960644145455652
220,96202,B,2023-08-28,256.44163734717233,7,4,Product 1,True,False,False,False,False,Direct,2.673827673182921
221,61663,B,2023-08-27,126.33653421084762,9,6,Product 3,True,True,False,False,True,Social Media,2.301464814592941
222,25708,B,2023-08-26,241.18798073879213,2,6,Product 1,True,True,True,False,True,Direct,2.4217556812147043
223,59811,B,2023-08-25,210.3338814269558,7,3,Product 2,True,True,False,False,True,Search Engine,3.0647973744538257
224,12811,A,2023-08-24,293.5351271482246,17,4,Product 2,True,True,False,False,True,Direct,4.702899282823415
225,66250,B,2023-08-23,180.45218620330488,9,6,Product 1,False,True,False,False,False,Social Media,2.6709844119339774
226,82082,A,2023-08-22,309.89267397639276,10,6,Product 2,True,True,True,False,True,Social Media,4.36096941364854
227,44754,A,2023-08-21,231.790488642622,10,6,Product 2,True,False,False,False,False,Direct,4.930711222332544
228,21411,B,2023-08-20,306.8362817857547,5,6,Product 1,True,False,False,False,False,Social Media,2.4085351064670397
229,12911,A,2023-08-19,377.57188829446443,4,3,Product 2,True,True,False,True,False,Direct,4.65055497881224
230,77270,A,2023-08-18,313.2240200536568,10,5,Product 3,True,True,True,False,False,Direct,4.332173459531357
231,93763,B,2023-08-17,156.09391481972736,2,2,Product 2,True,True,False,False,True,Search Engine,3.3651643396852258
232,18680,A,2023-08-16,250.7526937441484,7,5,Product 1,False,True,True,False,True,Social Media,4.119299580601813
233,94896,B,2023-08-15,136.99136596729036,4,3,Product 3,False,True,True,False,False,Search Engine,2.709439611797603
234,93879,A,2023-08-14,318.91552798204293,4,3,Product 3,True,True,False,False,False,Social Media,4.497938053395607
235,81295,A,2023-08-13,372.77006688630956,3,5,Product 2,True,False,True,False,False,Direct,4.486940713239248
236,98614,A,2023-08-12,270.59907404815164,1,11,Product 3,True,False,False,False,False,Social Media,4.388366877671547
237,21111,A,2023-08-11,300.9269972644517,3,7,Product 1,False,True,False,True,True,Direct,4.931628703413439
238,47504,B,2023-08-10,328.29208296221987,1,7,Product 3,False,True,False,False,True,Social Media,2.6736999938707533
239,11802,A,2023-08-09,308.5104597937137,11,4,Product 2,True,True,True,False,False,Search Engine,4.96538870366343
240,18155,B,2023-08-08,154.28813392614347,2,1,Product 2,True,False,False,True,False,Search Engine,2.551845106136206
241,83656,A,2023-08-07,240.93994134255598,10,4,Product 3,False,True,True,False,True,Direct,4.015647317942066
242,49384,B,2023-08-06,168.86930500203405,3,5,Product 1,True,True,False,False,False,Search Engine,2.9788983973710788
243,57254,B,2023-08-05,159.01443360439572,9,4,Product 1,True,False,False,False,True,Direct,3.5367299853852012
244,31918,B,2023-08-04,198.9024328082084,5,4,Product 2,False,True,False,False,True,Direct,3.047948405371428
245,95981,A,2023-08-03,318.8614793297423,9,7,Product 2,False,True,True,False,False,Direct,4.337853885695304
246,70713,A,2023-08-02,248.37675120159486,13,6,Product 1,True,True,True,False,False,Social Media,4.634570508534236
247,40306,A,2023-08-01,360.2515537825455,5,8,Product 3,True,True,True,False,False,Direct,4.548676875149397
248,26646,B,2023-07-31,257.7490114598946,7,4,Product 3,True,True,True,False,True,Search Engine,3.6944189751467773
249,56843,A,2023-07-30,366.1670461244969,17,3,Product 3,True,True,True,True,True,Social Media,4.840924894589851
250,26371,A,2023-07-29,298.3465999319116,18,0,Product 3,True,True,False,False,False,Search Engine,4.449521172595703
251,87371,B,2023-07-28,246.94954221764624,2,4,Product 1,True,True,False,True,True,Direct,2.6491038120649995
252,12049,A,2023-07-27,305.89622837871394,1,1,Product 2,False,False,True,False,False,Direct,4.545574346745445
253,41616,B,2023-07-26,174.78400155103844,5,4,Product 2,False,True,True,False,False,Search Engine,3.6109474693596493
254,30932,A,2023-07-25,247.09823705709277,9,3,Product 3,True,True,True,False,False,Social Media,4.325979043768812
